,hardware_model,instrument_name,serial_numbers,transmit_frequency,phased_array,cruise_beg_date,blanking_interval,bin_length,transducer_beam_angle,transmit_pulse_length,comments,bw_from_comments,bw_from_hardware_model,bw_from_transmit_frequency,bandwidth
1605,Ocean Surveyer 38,OS-38,,38kHz broadband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-02-12 06:28:02.000000000,16 m,12 m,30 degrees,13 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the///Only 3 water tracks for this cruise:",,,broadband,broadband
1606,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-02-12 06:28:02.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1607,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-03-22 06:35:17.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1608,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-03-22 06:35:19.000000001,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1609,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-04-22 02:40:58.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1610,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-04-22 02:41:12.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1611,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-06-16 01:43:54.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1612,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-06-16 01:44:07.999999998,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1613,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-09-17 05:51:21.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///After the LMG August 2009 dry-dock,///In August 2000, a sound velocity probe (SVP)",,,,
1614,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-09-17 05:51:33.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1615,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-10-14 07:53:17.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1616,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-10-14 07:53:30.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1617,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2009-11-24 06:01:15.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1618,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2009-11-24 06:01:26.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1619,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-01-01 19:12:22.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1620,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-01-01 19:12:27.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to",,,narrowband,narrowband
1621,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-02-14 03:30:45.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1622,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-02-14 03:30:56.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to",,,narrowband,narrowband
1623,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-04-11 15:57:15.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///amplitude from water track; phase from bottom track.///In August 2000, a sound velocity probe (SVP)",,,,
1624,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-04-11 15:57:19.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to",,,narrowband,narrowband
1625,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-05-05 07:08:48.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1626,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-05-05 07:08:55.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Ashtech had many gaps in the processed files.///Single pings are QC'd then averaged to",,,narrowband,narrowband
1627,VM-150 Narrowband,VM-150,,,,2007-11-14 10:46:06.000000000,16 m,8 m,,8 m,"DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///original heading alignment:45.75///single pings are QC'ed then averaged///SVP data are used to correct",,narrowband,,narrowband
1628,VM-150 Narrowband,VM-150,,,,2008-11-20 07:56:40.000000000,16 m,8 m,,8 m,"DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///original heading alignment:45.75///single pings are QC'ed then averaged///SVP data are used to correct",,narrowband,,narrowband
1629,VM-150 Narrowband,VM-150,,,phased array,2009-07-15 18:12:51.000000000,8 m,8 m,,8 m,single-ping data files QC'ed then averaged///(none),,narrowband,,narrowband
1630,Ocean Surveyor 75 narroband,OS-75,,,phased array,2009-07-15 18:12:52.000000000,16 m,16 m,,16 m,single-ping data files QC'ed then averaged///very few pings per ensemble -- Bottom track was on.,,narrowband,,narrowband
1631,VM-150 Narrowband,VM-150,,,phased array,2009-07-27 18:32:49.000000000,8 m,8 m,,8 m,single-ping data files QC'ed then averaged///short gap in posmv (dday 209.2-209.4),,narrowband,,narrowband
1632,Ocean Surveyor 75 narroband,OS-75,,,phased array,2009-07-27 18:32:50.000000000,8 m,16 m,,16 m,single-ping data files QC'ed then averaged///very few pings per ensemble -- Bottom track was on.,,narrowband,,narrowband
1633,VM-150 Narrowband,VM-150,,,phased array,2009-08-11 19:54:09.000000000,8 m,8 m,,8 m,single-ping data files QC'ed then averaged///(none),,narrowband,,narrowband
1634,Ocean Surveyor 75 narroband,OS-75,,,phased array,2009-08-11 19:54:06.000000000,8 m,16 m,,16 m,single-ping data files QC'ed then averaged///very few pings per ensemble -- Bottom track was on.,,narrowband,,narrowband
1635,Ocean Surveyor 75,OS-75,,75 kHz,,2012-08-15 19:25:09.000000000,8 m,8 m,,8 m,broadband mode///single-ping data files QC'ed then averaged///original heading offset: 66.9 deg; additional rotation 0.0 deg///none.,broadband,,,broadband
1636,Ocean Surveyor 75,OS-75,,75 kHz,,2012-08-15 19:25:09.000000000,8 m,16 m,,16 m,narrowband mode///single-ping data files QC'ed then averaged///original heading offset: 66.9 deg; additional rotation 0.1 deg///none.,narrowband,,,narrowband
1637,WorkHorse 300,Workhorse-300,,300kHz,,2012-08-15 19:22:04.000000000,2 m,5 m,,2 m,single-ping data files QC'ed then averaged///original heading offset: 28.15 deg; additional rotation .22 deg///none.,,,,
1638,Ocean Surveyor OS75,OS-75,"S/N 1508 (in-use unit), S/N 10656 (spare unit)",76.8KHz,,2012-07-05 18:35:27.000000000,8,16 m,,16,no change to phase,,,,
1639,Ocean Surveyor OS75,OS-75,"S/N 1508 (in-use unit), S/N 10656 (spare unit)",76.8KHz,,2012-08-01 19:54:37.000000000,8,16 m,,16,no change to phase or amplitude,,,,
1640,Workhorse 1200,Workhorse-1200,,1200 kHz,,2010-09-01 11:58:52.000000000,1m,1 m,,1 m,ping type: broadband///Watertrack and Bottom Track applied,broadband,,,broadband
1641,Ocean Surveyor 75,OS-75,,75kHz,phased array,2012-11-28 08:24:53.000000000,8 m,16 m,30 degrees,16.49 m,broadband///single-ping data files QC'ed then averaged///Watertrack and Bottom Track applied,broadband,,,broadband
1642,Ocean Surveyor 75,OS-75,,75kHz,phased array,2012-11-28 08:24:53.000000000,8 m,16 m,30 degrees,16 m,narrowband///single-ping data files QC'ed then averaged///Watertrack and Bottom Track applied,narrowband,,,narrowband
1643,Ocean Surveyor 75,OS-75,,75 kHz,,2009-01-09 16:19:22.000000000,8 m,16 m,,16 m,"narrowband mode///original alignment 66.9 degrees///single pings are QC'ed then averaged///phins failed 13.5-15.5, those days deleted///headings are a little strange:",narrowband,,,narrowband
1644,Ocean Surveyor 75,OS-75,,75 kHz,,2008-12-23 21:24:12.000000000,8 m,16 m,,16 m,narrowband mode///original alignment 67.5 degrees///single pings are QC'ed then averaged///primary heading device was actually the phins,narrowband,,,narrowband
1645,Ocean Surveyor 75,OS-75,,75 kHz,,2009-03-09 17:29:03.000000000,8 m,16 m,,16 m,narrowband mode///original alignment 67.5 degrees///single pings are QC'ed then averaged///primary heading device was actually the phins,narrowband,,,narrowband
1646,Ocean Surveyor 75,OS-75,,75 kHz,,2010-01-29 23:51:18.000000000,8 m,16 m,,16 m,narrowband mode///original alignment 66.9 degrees///single pings are QC'ed then averaged///heading correction: suspect the 'gyro' was coming,narrowband,,,narrowband
1647,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-09-14 05:10:24.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1648,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-09-14 05:10:28.000000000,16 m,24 m,30 degrees,24 m,phased array///Single pings are QC'd then averaged to///The os38 temperature probe at the transducer,,,narrowband,narrowband
1649,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-10-07 01:31:17.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///For the WATER TRACK METHOD,///In August 2000, a sound velocity probe (SVP)",,,,
1650,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-10-07 01:31:20.000000000,16 m,24 m,30 degrees,24 m,phased array///Single pings are QC'd then averaged to///The os38 temperature probe at the,,,narrowband,narrowband
1651,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-11-01 02:55:12.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1652,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-11-01 02:55:14.000000000,16 m,24 m,30 degrees,24 m,"phased array///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
1653,VM-150,VM-150,transducer SN 536; chassis SN 631,153.6 kHz,,2010-11-26 05:37:18.000000000,8 m,8 m,30 deg.,8 m,"The transducer is mounted in a well behind a polyurethane///DEPTH RANGE - Using UHDAS software for the nb150 ,///BOTTOM TRACKING - Typically, bottom tracking is ON when in shallow water,///Single pings are QC'd then averaged to///In August 2000, a sound velocity probe (SVP)",,,,
1654,Ocean Surveyer 38,OS-38,,38kHz broadband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-11-26 05:37:38.000000000,16 m,12,30 degrees,13 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,broadband,broadband
1655,Ocean Surveyer 38,OS-38,,38kHz narrowband,phased array///phased array///phased array///phased array///phased array///phased array///phased array,2010-11-26 05:37:38.000000000,16 m,24 m,30 degrees,24 m,"phased array///DEPTH RANGE - Using UHDAS software for the os38 ,///Single pings are QC'd then averaged to///The os38 temperature probe at the",,,narrowband,narrowband
